HP:0001667	MP:0006391
HP:0005781	MP:0012075
HP:0006862	MP:0011123
HP:0004247	MP:0010782
HP:0004580	MP:0003967
HP:0009280	MP:0009132
HP:0002871	MP:0003482
HP:0010122	MP:0011675
HP:0200050	MP:0000731
HP:0001223	MP:0012036
HP:0100583	MP:0011830
HP:0002917	MP:0009134
HP:0003288	MP:0003030
HP:0007721	MP:0010066
HP:0006176	MP:0001157
HP:0010491	MP:0011106
HP:0003329	MP:0011130
HP:0010847	MP:0000858
HP:0004839	MP:0012019
HP:0010204	MP:0012349
HP:0002805	MP:0005543
HP:0011894	MP:0004064
HP:0012657	MP:0008358
HP:0005290	MP:0008183
HP:0012101	MP:0009290
HP:0009823	MP:0009713
HP:0004445	MP:0004745
HP:0003755	MP:0012503
HP:0001043	MP:0005052
HP:0010855	MP:0006245
HP:0002613	MP:0011670
HP:0003687	MP:0010857
HP:0008338	MP:0010358
HP:0005598	MP:0010752
HP:0012408	MP:0001052
HP:0006169	MP:0010691
HP:0004046	MP:0000399
HP:0005025	MP:0004220
HP:0012424	MP:0011620
HP:0100810	MP:0009300
HP:0001074	MP:0008123
HP:0006913	MP:0003162
HP:0002542	MP:0004764
HP:0011854	MP:0011032
HP:0006986	MP:0006067
HP:0006077	MP:0012347
HP:0012342	MP:0008515
HP:0011196	MP:0001047
HP:0100807	MP:0003220
HP:0007338	MP:0012073
HP:0003715	MP:0010012
HP:0011544	MP:0011571
HP:0011786	MP:0002348
HP:0009141	MP:0009155
HP:0001886	MP:0006048
HP:0008067	MP:0011115
HP:0000584	MP:0012239
HP:0100605	MP:0006331
HP:0001032	MP:0000976
HP:0012265	MP:0010832
HP:0005665	MP:0009300
HP:0005102	MP:0011170
HP:0012013	MP:0010863
HP:0002893	MP:0010443
HP:0006233	MP:0012577
HP:0002578	MP:0011670
HP:0012270	MP:0010891
HP:0009989	MP:0003649
HP:0011592	MP:0005576
HP:0011275	MP:0003885
HP:0007628	MP:0008216
HP:0012252	MP:0011066
HP:0012230	MP:0008285
HP:0007586	MP:0009132
HP:0007536	MP:0003829
HP:0005546	MP:0005035
HP:0009745	MP:0008858
HP:0001746	MP:0009161
HP:0001822	MP:0000968
HP:0003554	MP:0001500
HP:0011235	MP:0010863
HP:0011265	MP:0004536
HP:0005733	MP:0010172
HP:0010041	MP:0012593
HP:0012236	MP:0011132
HP:0011786	MP:0010082
HP:0004688	MP:0002134
HP:0004420	MP:0001041
HP:0003950	MP:0005066
HP:0006402	MP:0005064
HP:0010765	MP:0012391
HP:0002392	MP:0012055
HP:0003213	MP:0008975
HP:0000298	MP:0011745
HP:0005964	MP:0011074
HP:0001578	MP:0003176
HP:0005852	MP:0008423
HP:0007748	MP:0011068
HP:0006509	MP:0009285
HP:0008259	MP:0004260
HP:0007230	MP:0000202
HP:0006851	MP:0002887
HP:0002459	MP:0004582
HP:0010361	MP:0003682
HP:0002048	MP:0011068
HP:0200148	MP:0010357
HP:0003339	MP:0009297
HP:0001249	MP:0010669
HP:0001980	MP:0012578
HP:0011894	MP:0011251
HP:0006773	MP:0009288
HP:0011654	MP:0012308
HP:0004013	MP:0002813
HP:0005957	MP:0011170
HP:0007450	MP:0005401
HP:0009583	MP:0009424
HP:0012202	MP:0002190
HP:0100625	MP:0011034
HP:0002159	MP:0009738
HP:0010607	MP:0004764
HP:0009016	MP:0011911
HP:0003829	MP:0009287
HP:0000434	MP:0003217
HP:0003329	MP:0011233
HP:0012381	MP:0008310
HP:0011339	MP:0010405
HP:0010854	MP:0011522
HP:0011549	MP:0003700
HP:0007010	MP:0001054
HP:0011207	MP:0001232
HP:0001709	MP:0011401
HP:0100524	MP:0001052
HP:0100055	MP:0009923
HP:0010021	MP:0012458
HP:0004419	MP:0011077
HP:0002408	MP:0004729
HP:0004598	MP:0003039
HP:0011790	MP:0010058
HP:0006112	MP:0006387
HP:0007930	MP:0004183
HP:0007095	MP:0003544
HP:0007199	MP:0004252
HP:0012014	MP:0000487
HP:0009308	MP:0004797
HP:0004676	MP:0001314
HP:0004286	MP:0005609
HP:0011586	MP:0005670
HP:0200124	MP:0009930
HP:0011693	MP:0008693
HP:0100953	MP:0010701
HP:0002375	MP:0011037
HP:0011653	MP:0009074
HP:0005679	MP:0009289
HP:0008760	MP:0011699
HP:0005927	MP:0008151
HP:0009533	MP:0003455
HP:0000152	MP:0003350
HP:0012598	MP:0010599
HP:0012624	MP:0011825
HP:0008236	MP:0012298
HP:0011721	MP:0010167
HP:0003609	MP:0008563
HP:0011597	MP:0008443
HP:0007163	MP:0008534
HP:0005562	MP:0010443
HP:0009236	MP:0012306
HP:0007451	MP:0010405
HP:0010448	MP:0003698
HP:0003221	MP:0001064
HP:0011046	MP:0006067
HP:0000964	MP:0003992
HP:0100590	MP:0010444
HP:0011167	MP:0009288
HP:0004143	MP:0011995
HP:0004471	MP:0008494
HP:0100158	MP:0010129
HP:0004001	MP:0003194
HP:0100502	MP:0010475
HP:0003795	MP:0008406
HP:0007163	MP:0012134
HP:0012264	MP:0004547
HP:0011791	MP:0005597
HP:0011942	MP:0005489
HP:0004791	MP:0012297
HP:0006983	MP:0012587
HP:0100063	MP:0009712
HP:0003973	MP:0010687
HP:0011402	MP:0008431
HP:0011888	MP:0004025
HP:0009621	MP:0003802
HP:0011947	MP:0002629
HP:0011558	MP:0003714
HP:0007479	MP:0006003
HP:0011624	MP:0002180
HP:0011825	MP:0004526
HP:0012030	MP:0009283
HP:0011653	MP:0000743
HP:0007886	MP:0011111
HP:0003517	MP:0006028
HP:0003003	MP:0008952
HP:0002459	MP:0011351
HP:0010752	MP:0012297
HP:0005416	MP:0012166
HP:0200073	MP:0003960
HP:0100153	MP:0002373
HP:0011652	MP:0011523
HP:0011200	MP:0012582
HP:0007327	MP:0010961
HP:0011456	MP:0004744
HP:0012201	MP:0011035
HP:0000728	MP:0008579
HP:0001681	MP:0012027
HP:0001580	MP:0010556
HP:0005844	MP:0010172
HP:0011399	MP:0000665
HP:0008424	MP:0009975
HP:0011201	MP:0001665
HP:0100280	MP:0000940
HP:0003422	MP:0012578
HP:0002829	MP:0011662
HP:0011292	MP:0011218
HP:0009108	MP:0009168
HP:0003799	MP:0008120
HP:0011658	MP:0008776
HP:0011654	MP:0002930
HP:0010425	MP:0011093
HP:0005174	MP:0003542
HP:0006790	MP:0003121
HP:0002038	MP:0002373
HP:0010835	MP:0000616
HP:0010713	MP:0011037
HP:0006157	MP:0006205
HP:0005688	MP:0002763
HP:0011945	MP:0010981
HP:0003565	MP:0011401
HP:0011209	MP:0004673
HP:0002289	MP:0002629
HP:0011188	MP:0009034
HP:0003419	MP:0000874
HP:0007722	MP:0008515
HP:0001195	MP:0003740
HP:0011125	MP:0004180
HP:0006732	MP:0008661
HP:0003112	MP:0006263
HP:0003514	MP:0003175
HP:0009413	MP:0000742
HP:0004870	MP:0005640
HP:0007193	MP:0008427
HP:0012285	MP:0011668
HP:0002842	MP:0004488
HP:0003966	MP:0012286
HP:0001049	MP:0008452
HP:0011625	MP:0001347
HP:0007797	MP:0000875
HP:0010274	MP:0009758
HP:0003352	MP:0004706
HP:0011551	MP:0009790
HP:0005650	MP:0000447
HP:0007285	MP:0003384
HP:0011588	MP:0000950
HP:0010482	MP:0004492
HP:0007236	MP:0001778
HP:0004254	MP:0011658
HP:0000910	MP:0001842
HP:0012022	MP:0011070
HP:0002392	MP:0005616
HP:0004825	MP:0002149
HP:0007515	MP:0011057
HP:0100626	MP:0003880
HP:0006431	MP:0012322
HP:0006640	MP:0002298
HP:0011196	MP:0010815
HP:0010334	MP:0003701
HP:0011156	MP:0008378
HP:0003837	MP:0008556
HP:0005621	MP:0011622
HP:0006409	MP:0008198
HP:0001404	MP:0008831
HP:0012293	MP:0001119
HP:0011550	MP:0009521
HP:0002191	MP:0003467
HP:0004630	MP:0009790
HP:0200123	MP:0000875
HP:0005495	MP:0000216
HP:0011593	MP:0008586
HP:0002629	MP:0012239
HP:0011557	MP:0001603
HP:0011186	MP:0011859
HP:0012439	MP:0009830
HP:0012516	MP:0000662
HP:0005837	MP:0012505
HP:0011109	MP:0009762
HP:0006176	MP:0003822
HP:0010854	MP:0009849
HP:0000616	MP:0001797
HP:0008838	MP:0011065
HP:0200150	MP:0010834
HP:0003079	MP:0003483
HP:0010833	MP:0005062
HP:0003919	MP:0012153
HP:0006593	MP:0001676
HP:0007793	MP:0003622
HP:0002588	MP:0011074
HP:0007263	MP:0004492
HP:0008008	MP:0009968
HP:0004599	MP:0012474
HP:0005593	MP:0003587
HP:0001131	MP:0011105
HP:0007163	MP:0009083
HP:0012588	MP:0012298
HP:0012017	MP:0010562
HP:0011793	MP:0009410
HP:0012100	MP:0002156
HP:0010345	MP:0012577
HP:0000473	MP:0011075
HP:0011633	MP:0001909
HP:0007900	MP:0005071
HP:0008269	MP:0000378
HP:0003529	MP:0000842
HP:0003079	MP:0002444
HP:0005885	MP:0008013
HP:0011652	MP:0004945
HP:0001410	MP:0003694
HP:0100777	MP:0000143
HP:0002384	MP:0004909
HP:0003778	MP:0011722
HP:0006986	MP:0001415
HP:0010860	MP:0003544
HP:0012659	MP:0012632
HP:0001640	MP:0000996
HP:0012650	MP:0009754
HP:0006625	MP:0011401
HP:0012646	MP:0009888
HP:0005997	MP:0009291
HP:0012548	MP:0000996
HP:0011278	MP:0009755
HP:0003451	MP:0011035
HP:0012544	MP:0012419
HP:0003130	MP:0008471
HP:0012131	MP:0001838
HP:0000357	MP:0009289
HP:0003390	MP:0005524
HP:0010443	MP:0002533
HP:0007661	MP:0003694
HP:0200122	MP:0008092
HP:0003729	MP:0000105
HP:0010845	MP:0002112
HP:0009245	MP:0000873
HP:0003384	MP:0011745
HP:0100560	MP:0011610
HP:0000661	MP:0004520
HP:0100785	MP:0000366
HP:0011569	MP:0010638
HP:0009676	MP:0000399
HP:0007873	MP:0011133
HP:0011624	MP:0001180
HP:0012275	MP:0011597
HP:0010849	MP:0012248
HP:0012207	MP:0003967
HP:0010774	MP:0011138
HP:0011521	MP:0011620
HP:0001062	MP:0000245
HP:0003642	MP:0002805
HP:0003362	MP:0000980
HP:0004676	MP:0009934
HP:0006077	MP:0002857
HP:0002681	MP:0003542
HP:0009327	MP:0004612
HP:0012267	MP:0012427
HP:0000868	MP:0011967
HP:0000687	MP:0001723
HP:0005155	MP:0008477
HP:0005178	MP:0008916
HP:0001033	MP:0001328
HP:0001897	MP:0008758
HP:0003716	MP:0008908
HP:0200147	MP:0000451
HP:0007627	MP:0011673
HP:0000851	MP:0001909
HP:0011878	MP:0009109
HP:0009215	MP:0001024
HP:0006772	MP:0009758
HP:0011888	MP:0010835
HP:0012623	MP:0001123
HP:0011870	MP:0011150
HP:0001043	MP:0009757
HP:0010639	MP:0003479
HP:0009847	MP:0009753
HP:0012558	MP:0012587
HP:0005598	MP:0004490
HP:0006174	MP:0011127
HP:0006886	MP:0009124
HP:0004342	MP:0003701
HP:0003079	MP:0010819
HP:0000817	MP:0002847
HP:0004605	MP:0004228
HP:0005200	MP:0004520
HP:0000237	MP:0004465
HP:0007327	MP:0002532
HP:0008330	MP:0010679
HP:0012457	MP:0009301
HP:0009783	MP:0001365
HP:0001027	MP:0003967
HP:0008830	MP:0009588
HP:0100041	MP:0011038
HP:0007566	MP:0008891
HP:0002730	MP:0011908
HP:0011748	MP:0009889
HP:0003909	MP:0004630
HP:0200147	MP:0009975
HP:0009821	MP:0009302
HP:0004423	MP:0000855
HP:0004143	MP:0009526
HP:0007239	MP:0010407
HP:0008150	MP:0002284
HP:0004110	MP:0008078
HP:0011570	MP:0011658
HP:0003577	MP:0011094
HP:0010397	MP:0010434
HP:0008651	MP:0012460
HP:0004382	MP:0002399
HP:0100454	MP:0003469
HP:0005005	MP:0010481
HP:0006386	MP:0004536
HP:0008067	MP:0005133
HP:0003919	MP:0003823
HP:0012302	MP:0000742
HP:0000465	MP:0008766
HP:0003409	MP:0002801
HP:0003737	MP:0000008
HP:0001040	MP:0002159
HP:0008263	MP:0003173
HP:0007387	MP:0009298
HP:0003308	MP:0012341
HP:0009595	MP:0012427
HP:0011433	MP:0002621
HP:0005820	MP:0004524
HP:0011088	MP:0011068
HP:0012510	MP:0012487
HP:0004732	MP:0001357
HP:0000509	MP:0005062
HP:0008922	MP:0001456
HP:0010635	MP:0009915
HP:0002239	MP:0011027
HP:0012264	MP:0008457
HP:0008723	MP:0009758
HP:0002692	MP:0011021
HP:0011009	MP:0005067
HP:0100495	MP:0009767
HP:0009554	MP:0003379
HP:0010200	MP:0000683
HP:0011722	MP:0003803
HP:0006644	MP:0000156
HP:0007516	MP:0012593
HP:0010985	MP:0008766
HP:0200124	MP:0005574
HP:0011153	MP:0012569
HP:0004944	MP:0010693
HP:0012560	MP:0009306
HP:0011187	MP:0000829
HP:0011677	MP:0009395
HP:0200150	MP:0009888
HP:0007656	MP:0009134
HP:0011148	MP:0003258
HP:0002627	MP:0009784
HP:0002612	MP:0011659
HP:0008449	MP:0012301
HP:0000648	MP:0006271
HP:0012635	MP:0004525
HP:0004968	MP:0004296
HP:0007525	MP:0010488
HP:0009875	MP:0010850
HP:0009353	MP:0003649
HP:0008469	MP:0005052
HP:0002194	MP:0009756
HP:0012259	MP:0009979
HP:0009056	MP:0011185
HP:0011596	MP:0008258
HP:0003279	MP:0003544
HP:0002330	MP:0009779
HP:0100317	MP:0003185
HP:0100320	MP:0008479
HP:0004724	MP:0006269
HP:0011719	MP:0002512
HP:0006326	MP:0011120
HP:0003421	MP:0002299
HP:0011671	MP:0009400
HP:0002503	MP:0000874
HP:0000049	MP:0000731
HP:0006830	MP:0009220
HP:0001852	MP:0011024
HP:0010532	MP:0012419
HP:0005997	MP:0001531
HP:0005747	MP:0011369
HP:0007390	MP:0011055
HP:0011532	MP:0001978
HP:0003612	MP:0009711
HP:0003800	MP:0005093
HP:0006768	MP:0010464
HP:0012221	MP:0010759
HP:0011214	MP:0011756
HP:0012108	MP:0008758
HP:0006906	MP:0010934
HP:0011550	MP:0002358
HP:0100274	MP:0009537
HP:0100224	MP:0000396
HP:0009968	MP:0011666
HP:0010710	MP:0004838
HP:0011885	MP:0011666
HP:0000725	MP:0003217
HP:0011918	MP:0001055
HP:0009250	MP:0010757
HP:0003353	MP:0010464
HP:0003166	MP:0008305
HP:0004950	MP:0000786
HP:0011232	MP:0005056
HP:0010193	MP:0011098
HP:0008815	MP:0010901
HP:0000694	MP:0003662
HP:0005441	MP:0011667
HP:0011667	MP:0003709
HP:0005832	MP:0008757
HP:0010997	MP:0010048
HP:0100749	MP:0006396
HP:0011388	MP:0010948
HP:0008559	MP:0008530
HP:0001961	MP:0012342
HP:0007350	MP:0010430
HP:0003799	MP:0010211
HP:0003450	MP:0002156
HP:0000567	MP:0011667
HP:0009849	MP:0004801
HP:0005598	MP:0003561
HP:0002396	MP:0001903
HP:0005441	MP:0009304
HP:0003246	MP:0000176
HP:0003837	MP:0004398
HP:0100110	MP:0010067
HP:0010708	MP:0003542
HP:0008227	MP:0010249
HP:0005593	MP:0010128
HP:0003400	MP:0002862
HP:0003942	MP:0001723
HP:0010459	MP:0009437
HP:0011190	MP:0003792
HP:0002847	MP:0009410
HP:0007249	MP:0006172
HP:0004202	MP:0006208
HP:0006575	MP:0000814
HP:0011379	MP:0002159
HP:0012301	MP:0000464
HP:0100304	MP:0011279
HP:0003099	MP:0012298
HP:0005945	MP:0003218
HP:0010961	MP:0003162
HP:0005005	MP:0003812
HP:0003112	MP:0011053
HP:0003517	MP:0003655
HP:0011655	MP:0003788
HP:0004576	MP:0010853
HP:0011655	MP:0001214
HP:0010630	MP:0001909
HP:0003851	MP:0003481
HP:0006185	MP:0011669
HP:0010696	MP:0008824
HP:0008045	MP:0004252
HP:0011072	MP:0010380
HP:0012643	MP:0012373
HP:0010273	MP:0004551
HP:0003797	MP:0011119
HP:0007937	MP:0012342
HP:0100447	MP:0004804
HP:0011200	MP:0003477
HP:0011423	MP:0011665
HP:0003642	MP:0009182
HP:0006176	MP:0001833
HP:0003950	MP:0009289
HP:0006774	MP:0001740
HP:0012386	MP:0004874
HP:0012557	MP:0003440
HP:0003492	MP:0011803
HP:0004220	MP:0000012
HP:0001587	MP:0001740
HP:0009415	MP:0004563
HP:0005170	MP:0008682
HP:0004274	MP:0010674
HP:0011657	MP:0008847
HP:0008475	MP:0004763
HP:0006694	MP:0003042
HP:0006407	MP:0003481
HP:0008399	MP:0010758
HP:0009886	MP:0012379
HP:0005203	MP:0004764
HP:0011474	MP:0000181
HP:0006846	MP:0010441
HP:0002601	MP:0011661
HP:0100044	MP:0011036
HP:0006232	MP:0001524
HP:0200073	MP:0006371
HP:0010659	MP:0008213
HP:0006623	MP:0011028
HP:0012083	MP:0009423
HP:0000205	MP:0000389
HP:0011657	MP:0012071
HP:0005474	MP:0011607
HP:0004611	MP:0009751
HP:0000732	MP:0002981
HP:0003403	MP:0005170
HP:0003160	MP:0001650
HP:0003655	MP:0009446
HP:0003785	MP:0009769
HP:0007782	MP:0010577
HP:0011676	MP:0002072
HP:0011381	MP:0009889
HP:0011584	MP:0010167
HP:0007768	MP:0002389
HP:0011922	MP:0010222
HP:0007126	MP:0012569
HP:0010561	MP:0009297
HP:0001062	MP:0001857
HP:0006866	MP:0006059
HP:0011127	MP:0009289
HP:0003688	MP:0009925
HP:0002185	MP:0011037
HP:0010847	MP:0010151
HP:0012098	MP:0004403
HP:0001033	MP:0006399
HP:0200117	MP:0009159
HP:0010022	MP:0008530
HP:0009281	MP:0008411
HP:0004464	MP:0011677
HP:0010159	MP:0009137
HP:0003339	MP:0003125
HP:0011556	MP:0010404
HP:0009573	MP:0012566
HP:0010602	MP:0003644
HP:0009950	MP:0011666
HP:0011807	MP:0006229
HP:0000550	MP:0011699
HP:0012515	MP:0006003
HP:0010701	MP:0011666
HP:0006643	MP:0000387
HP:0007099	MP:0009747
HP:0004184	MP:0008181
HP:0008301	MP:0004976
HP:0007765	MP:0011063
HP:0009321	MP:0004771
HP:0012562	MP:0008312
HP:0003931	MP:0010195
HP:0003529	MP:0010467
HP:0012657	MP:0000829
HP:0004006	MP:0012019
HP:0004476	MP:0009849
HP:0002085	MP:0004526
HP:0000680	MP:0004219
HP:0003371	MP:0004745
HP:0012276	MP:0011021
HP:0010854	MP:0010625
HP:0011906	MP:0011105
HP:0011149	MP:0009979
HP:0012444	MP:0011658
HP:0011208	MP:0006222
HP:0004938	MP:0009194
HP:0011456	MP:0000012
HP:0008344	MP:0002396
HP:0010347	MP:0008516
HP:0000907	MP:0011720
HP:0012037	MP:0001694
HP:0001136	MP:0011074
HP:0009268	MP:0009289
HP:0012270	MP:0010669
HP:0009108	MP:0006287
HP:0007702	MP:0012318
HP:0007697	MP:0004533
HP:0005160	MP:0011852
HP:0004175	MP:0010425
HP:0007756	MP:0006413
HP:0005780	MP:0009917
HP:0011790	MP:0010933
HP:0012013	MP:0004355
HP:0011974	MP:0008403
HP:0005010	MP:0008595
HP:0009105	MP:0006065
HP:0012205	MP:0012055
HP:0006161	MP:0004278
HP:0009634	MP:0008392
HP:0008866	MP:0003786
HP:0011871	MP:0004874
HP:0010045	MP:0011674
HP:0004802	MP:0009120
HP:0012009	MP:0011756
HP:0005397	MP:0004813
HP:0011133	MP:0002611
HP:0010844	MP:0004758
HP:0008009	MP:0008777
HP:0011148	MP:0004373
HP:0010766	MP:0003482
HP:0004490	MP:0012488
HP:0006191	MP:0001052
HP:0005910	MP:0003233
HP:0008734	MP:0012573
HP:0011631	MP:0003075
HP:0200012	MP:0008756
HP:0000636	MP:0012073
HP:0100069	MP:0010475
HP:0002812	MP:0002194
HP:0009994	MP:0008183
HP:0100407	MP:0008278
HP:0002172	MP:0005224
HP:0002880	MP:0000731
HP:0011712	MP:0010046
HP:0006593	MP:0004030
HP:0008721	MP:0004301
HP:0005474	MP:0012073
HP:0200131	MP:0004526
HP:0003259	MP:0002982
HP:0005891	MP:0005042
HP:0001018	MP:0003184
HP:0006732	MP:0005549
HP:0012349	MP:0011329
HP:0012370	MP:0005595
HP:0005725	MP:0009488
HP:0007470	MP:0012114
HP:0001153	MP:0012027
HP:0006790	MP:0010522
HP:0001963	MP:0001097
HP:0006716	MP:0003481
HP:0004017	MP:0001180
HP:0002085	MP:0010426
HP:0006794	MP:0010683
HP:0010426	MP:0006205
HP:0011581	MP:0012488
HP:0003658	MP:0012640
HP:0010707	MP:0011664
HP:0005934	MP:0010222
HP:0009645	MP:0011816
HP:0011648	MP:0008157
HP:0010885	MP:0011026
HP:0004421	MP:0005070
HP:0007321	MP:0010174
HP:0005130	MP:0009179
HP:0008450	MP:0000871
HP:0100231	MP:0002411
HP:0002641	MP:0004528
HP:0000691	MP:0006397
HP:0005043	MP:0008756
HP:0011318	MP:0004524
HP:0008107	MP:0009189
HP:0011613	MP:0010461
HP:0008486	MP:0011747
HP:0001677	MP:0011037
HP:0011781	MP:0010230
HP:0010554	MP:0008407
HP:0006919	MP:0010642
HP:0012016	MP:0004675
HP:0011287	MP:0004618
HP:0009713	MP:0011720
HP:0006095	MP:0010435
HP:0011449	MP:0009446
HP:0001983	MP:0012493
HP:0006886	MP:0012587
HP:0008045	MP:0008881
HP:0012657	MP:0004668
HP:0100625	MP:0004415
HP:0001226	MP:0006172
HP:0011653	MP:0003072
HP:0003002	MP:0005043
HP:0005546	MP:0004326
HP:0010062	MP:0009162
HP:0010727	MP:0004795
HP:0003213	MP:0003828
HP:0004719	MP:0008831
HP:0010479	MP:0002455
HP:0005110	MP:0012641
HP:0007628	MP:0010824
HP:0001886	MP:0005544
HP:0003223	MP:0003219
HP:0010857	MP:0000239
HP:0011735	MP:0012553
HP:0012523	MP:0002301
HP:0012565	MP:0000450
HP:0011889	MP:0001353
HP:0200134	MP:0000741
HP:0011295	MP:0000603
HP:0100301	MP:0001365
HP:0004376	MP:0010536
HP:0010875	MP:0008484
HP:0011044	MP:0009402
HP:0011022	MP:0012149
HP:0002078	MP:0009296
HP:0010697	MP:0011006
HP:0003403	MP:0002917
HP:0009570	MP:0001842
HP:0004527	MP:0011909
HP:0011619	MP:0011118
HP:0008797	MP:0011695
HP:0008069	MP:0010475
HP:0010747	MP:0010434
HP:0008444	MP:0008519
HP:0006790	MP:0001967
HP:0011623	MP:0012568
HP:0010862	MP:0011352
HP:0009707	MP:0010816
HP:0004019	MP:0008517
HP:0004022	MP:0010538
HP:0002108	MP:0009285
HP:0008102	MP:0009519
HP:0005688	MP:0010262
HP:0008967	MP:0012450
HP:0012331	MP:0000697
HP:0007431	MP:0009357
HP:0011419	MP:0008405
HP:0010284	MP:0004487
HP:0005178	MP:0004958
HP:0005885	MP:0003135
HP:0009985	MP:0004633
HP:0011195	MP:0011717
HP:0006185	MP:0004500
HP:0010997	MP:0009318
HP:0003387	MP:0001309
HP:0002929	MP:0000509
HP:0004320	MP:0011908
HP:0010602	MP:0012582
HP:0012491	MP:0004508
HP:0009722	MP:0004746
HP:0010354	MP:0010917
HP:0007100	MP:0002162
HP:0100198	MP:0008236
HP:0012015	MP:0000478
HP:0005780	MP:0011280
HP:0002446	MP:0010464
HP:0011136	MP:0003350
HP:0003789	MP:0001021
HP:0007935	MP:0004159
HP:0011149	MP:0009896
HP:0001930	MP:0004429
HP:0100201	MP:0003914
HP:0012274	MP:0004682
HP:0011743	MP:0004428
HP:0004631	MP:0010509
HP:0011652	MP:0005057
HP:0004338	MP:0008199
HP:0011796	MP:0011093
HP:0100499	MP:0012578
HP:0009540	MP:0012558
HP:0009903	MP:0012350
HP:0000683	MP:0002847
HP:0011880	MP:0000230
HP:0010845	MP:0004869
HP:0009517	MP:0002966
HP:0011875	MP:0012587
HP:0200067	MP:0003041
HP:0006413	MP:0011645
HP:0011791	MP:0000287
HP:0011735	MP:0000075
HP:0002860	MP:0010917
HP:0006581	MP:0011744
HP:0200094	MP:0001978
HP:0011871	MP:0012074
HP:0005676	MP:0008297
HP:0010379	MP:0008360
HP:0003887	MP:0012469
HP:0011988	MP:0003135
HP:0000876	MP:0008512
HP:0001326	MP:0009284
HP:0009290	MP:0002702
HP:0011657	MP:0012588
HP:0010720	MP:0000005
HP:0004755	MP:0011673
HP:0002046	MP:0003480
HP:0011177	MP:0003457
HP:0007280	MP:0008224
HP:0004964	MP:0005429
HP:0100450	MP:0002942
HP:0007089	MP:0011667
HP:0008984	MP:0011720
HP:0006288	MP:0001180
HP:0001606	MP:0000906
HP:0100167	MP:0008511
HP:0007449	MP:0012587
HP:0011776	MP:0004180
HP:0006290	MP:0009302
HP:0007490	MP:0010932
HP:0010760	MP:0004633
HP:0006937	MP:0005212
HP:0007200	MP:0003638
HP:0000433	MP:0000662
HP:0011722	MP:0010256
HP:0011598	MP:0009081
HP:0002006	MP:0012298
HP:0012161	MP:0001904
HP:0012435	MP:0011163
HP:0100905	MP:0004516
HP:0012261	MP:0010031
HP:0002166	MP:0002839
HP:0012644	MP:0001414
HP:0009890	MP:0003880
HP:0002837	MP:0005223
HP:0003956	MP:0008479
HP:0010364	MP:0001173
HP:0000025	MP:0002887
HP:0008828	MP:0004878
HP:0008361	MP:0000892
HP:0002392	MP:0008202
HP:0012011	MP:0004213
HP:0012171	MP:0012577
HP:0100682	MP:0002534
HP:0011593	MP:0005046
HP:0010953	MP:0008874
HP:0003713	MP:0005423
HP:0004466	MP:0000736
HP:0003184	MP:0011719
HP:0012252	MP:0012167
HP:0007403	MP:0009405
HP:0006977	MP:0011104
HP:0007793	MP:0009377
HP:0009132	MP:0010333
HP:0008959	MP:0011672
HP:0001338	MP:0012074
HP:0011214	MP:0004517
HP:0006522	MP:0010688
HP:0003224	MP:0002654
HP:0011596	MP:0000394
HP:0005984	MP:0003682
HP:0009147	MP:0010916
HP:0008769	MP:0004943
HP:0011705	MP:0010404
HP:0010657	MP:0003926
HP:0008290	MP:0008675
HP:0100245	MP:0004999
HP:0006206	MP:0012188
HP:0003932	MP:0011094
HP:0011712	MP:0009745
HP:0008316	MP:0011909
HP:0010742	MP:0012641
HP:0012252	MP:0009919
HP:0004286	MP:0011663
HP:0007932	MP:0006269
HP:0009558	MP:0012211
HP:0005716	MP:0009555
HP:0000144	MP:0001904
HP:0004499	MP:0010507
HP:0001653	MP:0004526
HP:0007213	MP:0012227
HP:0008464	MP:0002776
HP:0006342	MP:0008759
HP:0003431	MP:0009674
HP:0009680	MP:0006299
HP:0008848	MP:0008757
HP:0009633	MP:0008200
HP:0005369	MP:0008570
HP:0005487	MP:0012014
HP:0000675	MP:0002647
HP:0008666	MP:0003522
HP:0009655	MP:0010917
HP:0000202	MP:0000862
HP:0008838	MP:0003647
HP:0012659	MP:0011047
HP:0002763	MP:0012420
HP:0006213	MP:0009982
HP:0002002	MP:0010599
HP:0012613	MP:0008870
HP:0003403	MP:0005204
HP:0001886	MP:0004206
HP:0011198	MP:0012391
HP:0004223	MP:0009438
HP:0000121	MP:0002452
HP:0004953	MP:0012389
HP:0005170	MP:0008463
HP:0002159	MP:0008194
HP:0005852	MP:0010930
HP:0011583	MP:0001457
HP:0010733	MP:0000156
HP:0006766	MP:0008519
HP:0012319	MP:0009136
HP:0007825	MP:0008719
HP:0010263	MP:0000361
HP:0100461	MP:0004485
HP:0008797	MP:0010989
HP:0003338	MP:0006059
HP:0012625	MP:0004935
HP:0100259	MP:0004589
HP:0100317	MP:0008390
HP:0006121	MP:0001170
HP:0006507	MP:0004502
HP:0004381	MP:0001415
HP:0011087	MP:0005041
HP:0100403	MP:0005223
HP:0001723	MP:0000366
HP:0100018	MP:0002387
HP:0003121	MP:0001043
HP:0011892	MP:0008850
HP:0008204	MP:0009895
HP:0007688	MP:0011125
HP:0011294	MP:0009970
HP:0012660	MP:0010863
HP:0001983	MP:0004528
HP:0008347	MP:0004294
HP:0005129	MP:0012644
HP:0003899	MP:0011352
